id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous,year
3013075,(6344 P-L),0.22108281,0.494356193,35604.00081,10773918.38,Earth,FALSE,20.4,TRUE,6344
3013645,(1998 LE),0.223128464,0.498930414,78390.02505,20897957.49,Earth,FALSE,20.38,FALSE,1998
3013648,(1998 MS2),0.22108281,0.494356193,40080.94148,40625757.37,Earth,FALSE,20.4,FALSE,1998
3013655,(1998 MR24),0.384197891,0.859092601,56192.11413,56551430.57,Earth,FALSE,19.2,FALSE,1998
3013664,(1998 QA62),0.421264611,0.941976306,106039.7565,22715397.87,Earth,FALSE,19,TRUE,1998
3014109,(1998 SH2),0.183888672,0.411187571,51239.11445,32612795.99,Earth,FALSE,20.8,TRUE,1998
3014110,(1998 SU4),0.146067964,0.326617897,72157.69277,10521280.41,Earth,FALSE,21.3,TRUE,1998
3014117,(1998 SL36),0.24019003,0.537081235,53367.87794,3206165.229,Earth,FALSE,20.22,TRUE,1998
3014153,(1998 QH1),0.192555078,0.430566244,32681.73708,55271707.89,Earth,FALSE,20.7,FALSE,1998
3014162,(1998 QV3),0.211132445,0.472106499,35913.19945,54738856.61,Earth,FALSE,20.5,FALSE,1998
3014184,(1998 SD9),0.040416153,0.090373266,38516.71505,1619558.374,Earth,FALSE,24.09,FALSE,1998
3014683,(1998 US18),0.175612319,0.392681082,83999.15554,38359395.04,Earth,FALSE,20.9,TRUE,1998
3015692,(1998 VS),0.092162655,0.206081961,25960.6609,24079843.44,Earth,FALSE,22.3,FALSE,1998
3015694,(1998 VD32),0.078443141,0.175404196,22963.2831,14507499.44,Earth,FALSE,22.65,FALSE,1998
3015695,(1998 WB2),0.116025908,0.259441818,55857.86551,11066822.48,Earth,FALSE,21.8,TRUE,1998
3017307,(1999 AF4),0.530340723,1.185877909,34786.28813,17047469.54,Earth,FALSE,18.5,FALSE,1999
3017309,(1999 AO10),0.04411182,0.098637028,20380.37685,14386293.78,Earth,FALSE,23.9,FALSE,1999
3017729,(1999 CG9),0.024241248,0.054205079,10694.77714,12529461.65,Earth,FALSE,25.2,FALSE,1999
3018335,(1999 FN19),0.08405334,0.187948982,20523.92087,3710425.346,Earth,FALSE,22.5,FALSE,1999
3019075,(1999 DB2),0.421264611,0.941976306,25952.0634,41306415.36,Earth,FALSE,19,FALSE,1999
3019083,(1999 GL4),0.305179233,0.682401509,91376.89301,60143744.75,Earth,FALSE,19.7,TRUE,1999
3019624,(1999 EF5),0.350392641,0.783501764,60125.95527,46413561.43,Earth,FALSE,19.4,FALSE,1999
3019631,(1999 FP19),0.253837029,0.567596853,63535.59905,38707064.44,Earth,FALSE,20.1,FALSE,1999
3020897,(1999 FJ21),0.241298697,0.539560289,46131.20146,9700990.055,Earth,FALSE,20.21,FALSE,1999
3020949,(1999 HW1),0.259749653,0.580817882,45116.25478,54033396.75,Earth,FALSE,20.05,FALSE,1999
3020976,(1999 JZ10),0.116025908,0.259441818,64156.70934,11469951.33,Earth,FALSE,21.8,TRUE,1999
3021049,(1999 NW2),0.060891262,0.136157002,23966.82012,12766985.69,Earth,FALSE,23.2,FALSE,1999
3022007,(1999 LE6),0.192555078,0.430566244,60222.38611,39788243.85,Earth,FALSE,20.7,FALSE,1999
3022026,(1999 OQ3),0.253837029,0.567596853,40515.57445,35880639.73,Earth,FALSE,20.1,FALSE,1999
3022035,(1999 RB32),0.242412481,0.542050786,35449.237,17435564.31,Earth,FALSE,20.2,FALSE,1999
3022036,(1999 RM45),0.296862251,0.663804174,72137.86158,2930106.819,Earth,FALSE,19.76,TRUE,1999
3022970,(1999 SG10),0.211132445,0.472106499,67988.97818,19026999.51,Earth,FALSE,20.5,TRUE,1999
3022971,(1999 SH10),0.074912618,0.167509707,23033.86212,17151967.41,Earth,FALSE,22.75,FALSE,1999
3022974,(1999 TT16),0.295498293,0.660754271,58213.04805,4599237.08,Earth,FALSE,19.77,TRUE,1999
3022995,(1999 RN28),0.160160338,0.358129403,23942.4713,39529240.76,Earth,FALSE,21.1,FALSE,1999
3023012,(1999 RA32),0.152951935,0.342010925,53420.13411,67439655.87,Earth,FALSE,21.2,FALSE,1999
3023064,(1999 RO36),0.192555078,0.430566244,14046.72657,53690851.16,Earth,FALSE,20.7,FALSE,1999
3023157,(1999 TY2),0.058150704,0.130028927,68216.70683,67176105.39,Earth,FALSE,23.3,FALSE,1999
3023165,(1999 PS3),0.121494041,0.271668934,74042.75021,73088189.04,Earth,FALSE,21.7,FALSE,1999
3023213,(1999 SF10),0.036690614,0.082042707,14684.77624,5181963.344,Earth,FALSE,24.3,FALSE,1999
3023285,(1999 TV16),0.055533491,0.124176661,39685.9894,16371318.45,Earth,FALSE,23.4,FALSE,1999
3024027,(1999 VR6),0.183888672,0.411187571,87274.60889,8675888.573,Earth,FALSE,20.8,FALSE,1999
3024030,(1999 VX25),0.012149404,0.027166893,23562.47413,15671620.77,Earth,FALSE,26.7,FALSE,1999
3024683,(1999 SK10),0.286124454,0.639793729,23217.26301,17247554.21,Earth,FALSE,19.84,FALSE,1999
3024696,(1999 TE5),0.211132445,0.472106499,31771.92789,44520339.37,Earth,FALSE,20.5,FALSE,1999
3024714,(1999 XK136),0.2053785,0.459240286,71512.14537,8058340.338,Earth,FALSE,20.56,TRUE,1999
3025766,(2000 AA6),0.101054342,0.225964377,53845.35982,6004848.09,Earth,FALSE,22.1,TRUE,2000
3026912,(2000 AG6),0.023150212,0.051765448,23268.37368,3390736.119,Earth,FALSE,25.3,FALSE,2000
3028804,(2000 BO28),0.305179233,0.682401509,63986.56193,10980791.89,Earth,FALSE,19.7,TRUE,2000
3028805,(2000 CM33),0.183888672,0.411187571,24325.60128,31238937.89,Earth,FALSE,20.8,TRUE,2000
3028810,(2000 CP101),0.278326768,0.622357573,59637.2881,10290591.99,Earth,FALSE,19.9,TRUE,2000
3029456,(2000 AB6),0.096506147,0.215794305,33529.8547,10750660.06,Earth,FALSE,22.2,FALSE,2000
3029650,(2000 AE205),0.066765941,0.149293183,20368.91499,17552178.03,Earth,FALSE,23,FALSE,2000
3029651,(2000 AG205),0.305179233,0.682401509,34352.39017,47878016.02,Earth,FALSE,19.7,FALSE,2000
3031176,(2000 EB14),0.054771543,0.122472894,45946.27134,20140887.46,Earth,FALSE,23.43,FALSE,2000
3031184,(2000 EU70),0.4411182,0.986370281,65971.8942,56280394.55,Earth,FALSE,18.9,TRUE,2000
3031701,(2000 BK19),0.101054342,0.225964377,39361.47574,15553704.14,Earth,FALSE,22.1,FALSE,2000
3031776,(2000 CK59),0.040230458,0.089958039,17277.2139,8421108.485,Earth,FALSE,24.1,FALSE,2000
3031805,(2000 CR101),0.233644185,0.52244428,3217.507289,43953549.05,Earth,FALSE,20.28,FALSE,2000
3034813,(2000 CN33),0.324007435,0.724502651,52681.24727,46914813.91,Earth,FALSE,19.57,FALSE,2000
3035252,(2000 KA),0.121494041,0.271668934,48593.24122,3397521.414,Earth,FALSE,21.7,TRUE,2000
3036044,(2000 EY106),0.343997255,0.769201246,71327.67583,42952964.54,Earth,FALSE,19.44,FALSE,2000
3036128,(2000 FP10),0.167708462,0.375007522,50151.1015,33167634.43,Earth,FALSE,21,FALSE,2000
3036363,(2000 HB24),0.048367649,0.108153351,35308.28865,5621221.062,Earth,FALSE,23.7,FALSE,2000
3042504,(2000 JZ8),0.183888672,0.411187571,46345.02032,73118892.37,Earth,FALSE,20.8,FALSE,2000
3042552,(2000 KC),0.253837029,0.567596853,42676.35667,74236934.71,Earth,FALSE,20.1,FALSE,2000
3042555,(2000 LG6),0.004212646,0.009419763,15577.78824,12602418.12,Earth,FALSE,29,FALSE,2000
3042899,(1999 VX15),0.492668706,1.101640716,15963.65823,46246189.75,Earth,FALSE,18.66,FALSE,1999
3046122,(2000 PP9),0.40230458,0.899580388,77534.11938,72428046.7,Earth,FALSE,19.1,TRUE,2000
3046125,(2000 QV7),0.13018321,0.291098508,64099.93873,8839575.825,Earth,FALSE,21.55,TRUE,2000
3046149,(2000 RE52),0.092162655,0.206081961,42740.14438,5193248.828,Earth,FALSE,22.3,FALSE,2000
3046647,(2000 OH8),0.183888672,0.411187571,38087.47324,59862841.97,Earth,FALSE,20.8,FALSE,2000
3046648,(2000 OK8),0.242412481,0.542050786,24431.96231,20328126.04,Earth,FALSE,20.2,FALSE,2000
3046843,(2000 PE3),0.211132445,0.472106499,49889.85763,34589749.55,Earth,FALSE,20.5,FALSE,2000
3050514,(2000 SM10),0.040230458,0.089958039,46478.88822,4498103.295,Earth,FALSE,24.1,FALSE,2000
3050517,(2000 TU28),0.160160338,0.358129403,34453.12641,9883795.945,Earth,FALSE,21.1,TRUE,2000
3053778,(2000 PQ27),0.2658,0.594346868,12709.98434,45329289.62,Earth,FALSE,20,FALSE,2000
3053813,(2000 QT7),0.234722638,0.524855773,33270.37713,29853275.38,Earth,FALSE,20.27,FALSE,2000
3054041,(2000 QJ130),0.350392641,0.783501764,18242.38587,73362382.89,Earth,FALSE,19.4,FALSE,2000
3054338,(2000 SZ162),0.009216266,0.020608196,31363.39227,22830505.32,Earth,FALSE,27.3,FALSE,2000
3054373,(2000 UK11),0.023150212,0.051765448,26198.3837,4895112.555,Earth,FALSE,25.3,FALSE,2000
3054374,(2000 SG344),0.030517923,0.068240151,31023.96868,36526861.75,Earth,FALSE,24.7,FALSE,2000
3057547,(2000 WO148),0.208235599,0.465628955,33386.86261,24815446.8,Earth,FALSE,20.53,FALSE,2000
3057549,(2000 YA),0.048367649,0.108153351,49049.3299,1103032.054,Earth,FALSE,23.7,FALSE,2000
3061255,(2000 RN12),0.2658,0.594346868,78550.56002,40405627.59,Earth,FALSE,20,FALSE,2000
3061707,(2000 SN10),0.160160338,0.358129403,53233.94839,60088510.48,Earth,FALSE,21.1,FALSE,2000
3062723,(2000 TV28),0.127219879,0.284472297,9690.336575,42893277.43,Earth,FALSE,21.6,FALSE,2000
3063058,(2000 WC1),0.096506147,0.215794305,49576.41775,15385888.72,Earth,FALSE,22.2,TRUE,2000
3063594,(2000 SF8),0.231502122,0.517654482,40540.84824,43624787.8,Earth,FALSE,20.3,FALSE,2000
3063595,(2000 SG8),0.840533402,1.879489824,146154.6849,43010029.79,Earth,FALSE,17.5,FALSE,2000
3063789,(2000 UR16),0.04411182,0.098637028,58562.201,9616087.16,Earth,FALSE,23.9,FALSE,2000
3063823,(2000 WP19),0.076657557,0.171411509,37542.51135,8771938.259,Earth,FALSE,22.7,FALSE,2000
3064315,(1998 XN17),0.073207399,0.163696721,22810.16072,16819398.3,Earth,FALSE,22.8,FALSE,1998
3065184,(2000 YG29),0.483676488,1.081533507,64453.26045,40952528.96,Earth,FALSE,18.7,TRUE,2000
3065518,(2000 UY33),0.092162655,0.206081961,47075.26814,22286640.53,Earth,FALSE,22.3,FALSE,2000
3065824,(2000 WM63),0.235806068,0.527278398,47291.68817,26058721.43,Earth,FALSE,20.26,FALSE,2000
3066079,(2000 SL10),0.110803882,0.247765013,52757.36992,31862484.36,Earth,FALSE,21.9,TRUE,2000
3067492,(2000 YS134),0.063760979,0.142573883,25399.13121,9135111.638,Earth,FALSE,23.1,FALSE,2000
3067537,(2000 RJ12),0.092162655,0.206081961,48507.82803,51005352.97,Earth,FALSE,22.3,FALSE,2000
3067559,(2000 SE8),0.066765941,0.149293183,59981.95453,39699791.04,Earth,FALSE,23,FALSE,2000
3067588,(2000 TH1),0.080270317,0.179489885,35701.31986,11691830.51,Earth,FALSE,22.6,FALSE,2000
3067589,(2000 TL1),0.053034072,0.118587791,36444.13267,15404889.96,Earth,FALSE,23.5,FALSE,2000
3067590,(2000 TE2),0.027832677,0.062235757,27548.9551,29166535.17,Earth,FALSE,24.9,FALSE,2000
3067828,(2001 AV43),0.031956189,0.07145621,12976.98648,1136900.025,Earth,FALSE,24.6,FALSE,2001
3068066,(2001 BA16),0.016770846,0.037500752,18373.88715,306175.9617,Earth,FALSE,26,FALSE,2001
3068617,(2000 UO30),0.04411182,0.098637028,31919.10727,11479941,Earth,FALSE,23.9,FALSE,2000
3069008,(2000 YG4),0.183888672,0.411187571,17082.50013,19277643.7,Earth,FALSE,20.8,FALSE,2000
3069224,(2000 YT134),0.483676488,1.081533507,73194.10423,51622075.68,Earth,FALSE,18.7,FALSE,2000
3069758,(2001 CP36),0.048367649,0.108153351,32095.62618,1864556.975,Earth,FALSE,23.7,FALSE,2001
3070541,(2001 EC),0.494942761,1.106725658,80976.42314,1471204.036,Earth,FALSE,18.65,TRUE,2001
3070723,(2001 BY15),0.40230458,0.899580388,63444.16408,61771825.05,Earth,FALSE,19.1,FALSE,2001
3070749,(2001 DZ76),0.023150212,0.051765448,42101.42052,891530.5408,Earth,FALSE,25.3,FALSE,2001
3070801,(2001 CQ36),0.08405334,0.187948982,17755.15799,3287106.099,Earth,FALSE,22.5,FALSE,2001
3071222,(2000 WH63),0.121494041,0.271668934,46082.05975,52900896.54,Earth,FALSE,21.7,FALSE,2000
3071762,(2001 EC16),0.092162655,0.206081961,36320.14724,1696340.827,Earth,FALSE,22.3,FALSE,2001
3071766,(2001 FA58),0.139493823,0.311917671,72703.6321,6764187.729,Earth,FALSE,21.4,TRUE,2001
3071767,(2001 FC58),0.22108281,0.494356193,45526.88692,11054922.66,Earth,FALSE,20.4,TRUE,2001
3071769,(2001 FB90),0.291443905,0.651688382,58925.92572,46085897.49,Earth,FALSE,19.8,TRUE,2001
3071939,(2001 BB16),0.060891262,0.136157002,14838.50951,2547549.296,Earth,FALSE,23.2,FALSE,2001
3072152,(2001 BP61),0.242412481,0.542050786,42570.36915,29191261.63,Earth,FALSE,20.2,FALSE,2001
3072196,(2001 ED18),0.033462237,0.074823838,22613.55278,3912624.161,Earth,FALSE,24.5,FALSE,2001
3072273,(2001 FR85),0.029144391,0.065168838,10272.69047,1669752.663,Earth,FALSE,24.8,FALSE,2001
3072291,(2001 FO127),0.008405334,0.018794898,16782.86643,2488705.438,Earth,FALSE,27.5,FALSE,2001
3072405,(2001 BO60),0.366906138,0.820427065,64966.80628,67509531.08,Earth,FALSE,19.3,FALSE,2001
3072545,(2001 BD16),0.269497646,0.602615057,96789.97619,21833515.75,Earth,FALSE,19.97,FALSE,2001
3072800,(2000 WM107),0.483676488,1.081533507,53208.86222,35118364.91,Earth,FALSE,18.7,FALSE,2000
3072969,(2001 BC16),0.04411182,0.098637028,36795.4686,6103587.052,Earth,FALSE,23.9,FALSE,2001
3074752,(2001 GR2),0.127219879,0.284472297,62419.57311,7031602,Earth,FALSE,21.6,TRUE,2001
3074753,(2001 GT2),0.291443905,0.651688382,45702.41839,6790793.785,Earth,FALSE,19.8,TRUE,2001
3076412,(2000 GC147),0.2658,0.594346868,70418.90275,69312568.2,Earth,FALSE,20,FALSE,2000
3076550,(2000 WL63),0.291443905,0.651688382,37265.96962,26505135.39,Earth,FALSE,19.8,FALSE,2000
3076609,(2001 DS8),0.080270317,0.179489885,22778.89861,10099545.29,Earth,FALSE,22.6,FALSE,2001
3076610,(2001 DT8),0.334622375,0.748238376,94426.2547,41157906.19,Earth,FALSE,19.5,FALSE,2001
3076622,(2001 DG47),0.066765941,0.149293183,39821.56831,14641471.74,Earth,FALSE,23,FALSE,2001
3076637,(2001 DC77),0.334622375,0.748238376,20109.6432,45075598.83,Earth,FALSE,19.5,FALSE,2001
3076737,(2001 FF90),0.943093989,2.108822268,72432.88884,65347461.42,Earth,FALSE,17.25,FALSE,2001
3076747,(2001 FR128),0.278326768,0.622357573,98960.13882,21006370.67,Earth,FALSE,19.9,FALSE,2001
3076772,(2001 GL2),0.201629919,0.450858206,77795.5595,17860184.06,Earth,FALSE,20.6,FALSE,2001
3076773,(2001 GM2),0.278326768,0.622357573,57998.45314,16975932.78,Earth,FALSE,19.9,FALSE,2001
3076774,(2001 GP2),0.013949382,0.031191767,6836.353009,4186096.367,Earth,FALSE,26.4,FALSE,2001
3076783,(2001 HK31),0.167708462,0.375007522,27118.56444,18628206.34,Earth,FALSE,21,FALSE,2001
3076784,(2001 HL31),0.231502122,0.517654482,90456.03582,7563395.231,Earth,FALSE,20.3,TRUE,2001
3076812,(2001 JV1),0.133215567,0.297879063,35265.15566,6886336.365,Earth,FALSE,21.5,TRUE,2001
3076813,(2001 BF10),0.080270317,0.179489885,32253.32234,3965265.198,Earth,FALSE,22.6,FALSE,2001
3076814,(2001 KF54),0.253837029,0.567596853,44272.08203,25579496.56,Earth,FALSE,20.1,TRUE,2001
3076899,(2001 JW1),0.231502122,0.517654482,63091.68686,22282447.69,Earth,FALSE,20.3,FALSE,2001
3077026,(2001 KM20),0.043909145,0.098183832,19226.0146,3730242.95,Earth,FALSE,23.91,FALSE,2001
3077082,(2001 HW7),0.231502122,0.517654482,46112.55189,38644039.51,Earth,FALSE,20.3,FALSE,2001
3077854,(2001 KU66),0.040230458,0.089958039,39300.41181,2455844.186,Earth,FALSE,24.1,FALSE,2001
3078253,(2001 GS2),0.211132445,0.472106499,38771.15035,20415449.97,Earth,FALSE,20.5,FALSE,2001
3078262,(2001 LD),0.22108281,0.494356193,66672.33403,6106005.496,Earth,FALSE,20.4,TRUE,2001
3078275,(2001 FZ),0.167708462,0.375007522,37236.8642,19092770.9,Earth,FALSE,21,FALSE,2001
3079018,(2001 KD55),0.201629919,0.450858206,25448.72963,40746372.52,Earth,FALSE,20.6,FALSE,2001
3079888,(2001 LD6),0.384197891,0.859092601,31050.5293,24881509.4,Earth,FALSE,19.2,FALSE,2001
3079905,(2001 MD1),0.139493823,0.311917671,24543.37407,9197411.82,Earth,FALSE,21.4,FALSE,2001
3079913,(2001 MY7),0.116025908,0.259441818,49629.21045,17307304.27,Earth,FALSE,21.8,FALSE,2001
3079950,(2001 OT),0.121494041,0.271668934,37286.02493,9327649.362,Earth,FALSE,21.7,FALSE,2001
3079958,(2001 OE3),0.231502122,0.517654482,27380.92013,16184515.52,Earth,FALSE,20.3,FALSE,2001
3080637,(2001 QJ96),0.093444765,0.208948847,91688.94278,8122602.571,Earth,FALSE,22.27,FALSE,2001
3080638,(2001 QC34),0.242412481,0.542050786,17205.16736,16184585.06,Earth,FALSE,20.2,TRUE,2001
3080778,(2001 OX13),0.421264611,0.941976306,8167.30253,43603616.38,Earth,FALSE,19,FALSE,2001
3080816,(2001 NJ6),0.192555078,0.430566244,10938.70142,41304200.39,Earth,FALSE,20.7,FALSE,2001
3080850,(2001 OC36),0.069912523,0.156329154,51140.94565,5318848.477,Earth,FALSE,22.9,FALSE,2001
3080986,(2001 OD3),0.340843469,0.762149166,35418.111,46116536.78,Earth,FALSE,19.46,FALSE,2001
3080993,(2001 QP142),0.040230458,0.089958039,34341.48206,7752408.954,Earth,FALSE,24.1,FALSE,2001
3081029,(2001 OV13),0.063760979,0.142573883,23197.4031,13177569.87,Earth,FALSE,23.1,FALSE,2001
3081292,(2001 QE71),0.035039264,0.078350176,19174.05908,1343808.195,Earth,FALSE,24.4,FALSE,2001
3082922,(2001 RQ17),0.080270317,0.179489885,28803.94809,6778454.863,Earth,FALSE,22.6,FALSE,2001
3082923,(2001 SQ3),0.127219879,0.284472297,54970.05876,8316103.362,Earth,FALSE,21.6,TRUE,2001
3082928,(2001 SP263),0.019255508,0.043056624,37392.55324,1990848.633,Earth,FALSE,25.7,FALSE,2001
3082929,(2001 SZ269),0.319561887,0.714562102,66149.92432,12074245.88,Earth,FALSE,19.6,TRUE,2001
3082930,(2001 SY269),0.133215567,0.297879063,55796.33669,6397262.167,Earth,FALSE,21.5,TRUE,2001
3082931,(2001 SG286),0.167708462,0.375007522,37440.44946,3513053.665,Earth,FALSE,21,TRUE,2001
3091293,(2001 NE13),0.253837029,0.567596853,22179.47026,44275519.04,Earth,FALSE,20.1,FALSE,2001
3091694,(2001 PJ),0.146067964,0.326617897,31522.09514,21387219.99,Earth,FALSE,21.3,FALSE,2001
3091713,(2001 PH9),0.146067964,0.326617897,15549.04381,37681976.79,Earth,FALSE,21.3,FALSE,2001
3091716,(2001 PU9),0.345585074,0.772751717,69192.66873,36006490.34,Earth,FALSE,19.43,FALSE,2001
3091723,(2001 PF14),0.334622375,0.748238376,10121.6121,45987227.89,Earth,FALSE,19.5,FALSE,2001
3091724,(2001 PG14),0.08405334,0.187948982,30781.06191,11943979.9,Earth,FALSE,22.5,FALSE,2001
3091760,(2001 PJ29),0.066765941,0.149293183,39192.52137,7178236.022,Earth,FALSE,23,FALSE,2001
3091784,(2001 QJ),0.152951935,0.342010925,16429.34544,37190428.19,Earth,FALSE,21.2,FALSE,2001
3091894,(2001 QB34),0.306587876,0.685551332,4266.975831,56897504.76,Earth,FALSE,19.69,FALSE,2001
3091895,(2001 QE34),0.421264611,0.941976306,63837.43805,25365449.13,Earth,FALSE,19,FALSE,2001
3091994,(2001 QF96),0.033462237,0.074823838,25722.87865,4854124.414,Earth,FALSE,24.5,FALSE,2001
3092068,(2001 QG142),0.608912622,1.361570015,76812.62294,33630983.76,Earth,FALSE,18.2,FALSE,2001
3092069,(2001 QJ142),0.048367649,0.108153351,7581.237967,8046467.024,Earth,FALSE,23.7,FALSE,2001
3092076,(2001 QL153),0.421264611,0.941976306,46680.20317,67871231.37,Earth,FALSE,19,FALSE,2001
3092085,(2001 QM163),0.291443905,0.651688382,97096.25766,35609692.88,Earth,FALSE,19.8,FALSE,2001
3092092,(2001 RO3),0.053034072,0.118587791,33539.59537,4162860.482,Earth,FALSE,23.5,FALSE,2001
3092096,(2001 SE270),0.025383703,0.056759685,51286.43803,2586379.099,Earth,FALSE,25.1,FALSE,2001
3092100,(1986 NA),0.284809831,0.636854144,51810.07704,70052459.21,Earth,FALSE,19.85,FALSE,1986
3092101,(1988 NE),0.40230458,0.899580388,22815.73884,65063306.32,Earth,FALSE,19.1,FALSE,1988
3092114,(1993 DA),0.013949382,0.031191767,23860.2353,5811568.405,Earth,FALSE,26.4,FALSE,1993
3092119,(1993 UD),0.2658,0.594346868,43225.86842,28687348.15,Earth,FALSE,20,FALSE,1993
3092120,(1994 BB),0.053034072,0.118587791,10192.76857,27146932.79,Earth,FALSE,23.5,FALSE,1994
3092124,(1994 GL),0.021113245,0.04721065,33461.36626,3635371.511,Earth,FALSE,25.5,FALSE,1994
3092137,(1995 FJ),0.198863453,0.4446722,55914.72534,26587302.12,Earth,FALSE,20.63,FALSE,1995
3092138,(1995 FO),0.183888672,0.411187571,48085.97038,31905056.23,Earth,FALSE,20.8,FALSE,1995
3092140,(1995 SB),0.092162655,0.206081961,28365.86097,42186756.75,Earth,FALSE,22.3,FALSE,1995
3092144,(1996 BG1),0.046190746,0.103285648,35093.78844,7755969.398,Earth,FALSE,23.8,FALSE,1996
3092147,(1996 GQ),0.063760979,0.142573883,30653.63925,11780536.06,Earth,FALSE,23.1,FALSE,1996
3092152,(1996 TP6),0.2658,0.594346868,51527.99825,26589620.63,Earth,FALSE,20,FALSE,1996
3092153,(1996 TD9),0.048367649,0.108153351,50031.93065,11059389.92,Earth,FALSE,23.7,FALSE,1996
3092154,(1996 VB3),0.101520787,0.227007381,55144.17364,3364864.364,Earth,FALSE,22.09,FALSE,1996
3092158,(1997 GK3),0.073207399,0.163696721,37610.00395,15155590.6,Earth,FALSE,22.8,FALSE,1997
3092165,(1997 VN4),0.058150704,0.130028927,28620.69403,17042098.41,Earth,FALSE,23.3,FALSE,1997
3092168,(1997 YM9),0.035690693,0.079806815,15390.58077,7591826.067,Earth,FALSE,24.36,FALSE,1997
3092173,(1998 FJ74),0.46190746,1.032856481,69157.09979,61662793.5,Earth,FALSE,18.8,FALSE,1998
3092174,(1998 GC1),0.175612319,0.392681082,53480.68327,38473444.07,Earth,FALSE,20.9,FALSE,1998
3092181,(1998 KH),0.384197891,0.859092601,79660.23363,22937825.82,Earth,FALSE,19.2,FALSE,1998
3092182,(1998 KD3),0.201629919,0.450858206,64414.48043,64598403.11,Earth,FALSE,20.6,FALSE,1998
3092186,(1998 QQ),0.483676488,1.081533507,86083.02479,34045545.44,Earth,FALSE,18.7,FALSE,1998
3092189,(1998 QQ52),0.157237082,0.351592805,47404.13639,63422071.14,Earth,FALSE,21.14,FALSE,1998
3092197,(1998 UM1),0.055533491,0.124176661,24686.21419,8446284.595,Earth,FALSE,23.4,FALSE,1998
3092199,(1998 VP),0.40230458,0.899580388,110945.02,74451412.04,Earth,FALSE,19.1,FALSE,1998
3092201,(1998 VE31),0.175612319,0.392681082,49357.31986,19611759.35,Earth,FALSE,20.9,FALSE,1998
3092203,(1998 WA2),0.291443905,0.651688382,47365.52205,38194650.68,Earth,FALSE,19.8,FALSE,1998
3092205,(1998 WL4),0.334622375,0.748238376,103144.4408,35675694.16,Earth,FALSE,19.5,FALSE,1998
3092214,(1999 DJ3),0.175612319,0.392681082,53671.2257,60017888.93,Earth,FALSE,20.9,FALSE,1999
3092215,(1999 EO3),0.404161533,0.903732663,51040.9926,34744859.52,Earth,FALSE,19.09,FALSE,1999
3092220,(1999 GR6),0.2658,0.594346868,87154.29928,36208156.86,Earth,FALSE,20,FALSE,1999
3092225,(1999 LJ1),0.096506147,0.215794305,11396.22112,67265458,Earth,FALSE,22.2,FALSE,1999
3092227,(1999 LW1),0.231502122,0.517654482,81911.77029,15199515.9,Earth,FALSE,20.3,FALSE,1999
3092229,(1999 LV7),0.347180222,0.776318577,60242.3162,27549364.59,Earth,FALSE,19.42,FALSE,1999
3092233,(1999 SJ10),0.292789149,0.654696439,101194.0639,37013146.29,Earth,FALSE,19.79,FALSE,1999
3092236,(1999 TW16),0.333084924,0.744800533,105302.3139,23302117.07,Earth,FALSE,19.51,FALSE,1999
3092237,(1999 UQ),0.116025908,0.259441818,46206.56327,21465356.99,Earth,FALSE,21.8,FALSE,1999
3092239,(1999 VT),0.305179233,0.682401509,42493.52423,23091250.58,Earth,FALSE,19.7,FALSE,1999
3092245,(1999 VW25),0.033079198,0.073967336,28102.98786,27925519.21,Earth,FALSE,24.525,FALSE,1999
3092248,(2000 AH205),0.080270317,0.179489885,47089.42082,3912658.389,Earth,FALSE,22.6,FALSE,2000
3092249,(2000 BO19),0.031956189,0.07145621,84045.79817,49543466.77,Earth,FALSE,24.6,FALSE,2000
3092251,(2000 DL8),0.421264611,0.941976306,51758.61011,16272302.22,Earth,FALSE,19,FALSE,2000
3092253,(2000 EM26),0.08405334,0.187948982,48910.04884,5483529.253,Earth,FALSE,22.5,FALSE,2000
3092258,(2000 GT127),0.096506147,0.215794305,29588.09501,45911551.51,Earth,FALSE,22.2,FALSE,2000
3092259,(2000 GW127),0.350392641,0.783501764,108025.9411,49086789.53,Earth,FALSE,19.4,FALSE,2000
3092260,(2000 HO40),0.092162655,0.206081961,40875.36425,8687241.765,Earth,FALSE,22.3,FALSE,2000
3092261,(2000 HP40),0.042126461,0.094197631,49017.29864,61617261.91,Earth,FALSE,24,FALSE,2000
3092264,(2000 KP44),0.415484643,0.929051906,111249.8537,41738927.88,Earth,FALSE,19.03,FALSE,2000
3092265,(2000 LK),0.58150704,1.30028927,184152.0614,65401272.61,Earth,FALSE,18.3,FALSE,2000
3092267,(2000 PN),0.081274625,0.181735587,109336.0565,19674264.21,Earth,FALSE,22.573,FALSE,2000
3092269,(2000 PN8),0.10388551,0.232295063,46009.53611,11948189.28,Earth,FALSE,22.04,FALSE,2000
3092270,(2000 QX69),0.038419789,0.08590926,38674.51884,10194369.63,Earth,FALSE,24.2,FALSE,2000
3092275,(2000 WG10),0.055533491,0.124176661,16153.85353,32294450.91,Earth,FALSE,23.4,FALSE,2000
3092279,(2000 WN148),0.088014652,0.196806745,29466.09058,66683286.01,Earth,FALSE,22.4,FALSE,2000
3092280,(2000 XF44),0.146067964,0.326617897,57358.73138,61007536.97,Earth,FALSE,21.3,FALSE,2000
