id,name,est_diameter_min,est_diameter_max,orbiting_body,sentry_object,absolute_magnitude,hazardous
3714452,(2015 FQ117),0.201629919,0.450858206,Earth,False,20.6,True
3406331,(2008 EC85),0.167708462,0.375007522,Earth,False,21.0,False
3826899,(2018 QY),0.08405334,0.187948982,Earth,False,22.5,False
54144372,(2021 JX3),0.022727673,0.050820622,Earth,False,25.34,False
2387717,387717 (2003 DN4),0.389542616,0.87104377,Earth,False,19.17,False
3150769,(2003 EP4),0.043506583,0.097283677,Earth,False,23.93,False
3151443,(2003 EW59),0.058150704,0.130028927,Earth,False,23.3,False
3290881,(2005 SQ),0.242412481,0.542050786,Earth,False,20.2,True
3748231,(2016 FW3),0.021113245,0.04721065,Earth,False,25.5,False
54017455,(2020 ME),0.050647146,0.113250461,Earth,False,23.6,False
54255062,(2022 EY5),0.100590039,0.224926165,Earth,False,22.11,False
2387733,387733 (2003 GS),0.433066886,0.968366995,Earth,False,18.94,False
3670633,(2014 JR24),0.003669061,0.008204271,Earth,False,29.3,False
3713287,(2015 FD),0.012721988,0.02844723,Earth,False,26.6,False
3802083,(2018 FO4),0.008405334,0.018794898,Earth,False,27.5,False
3831476,(2018 TD3),0.009650615,0.021579431,Earth,False,27.2,False
3842903,(2019 LF6),0.925880583,2.070331924,Earth,False,17.29,False
3674947,(2014 OW3),0.084831076,0.189688053,Earth,False,22.48,False
3744989,(2016 DU21),0.133215567,0.297879063,Earth,False,21.5,False
3831201,(2018 TP1),0.031085294,0.06950883,Earth,False,24.66,False
3835959,(2018 VT),0.011080388,0.024776501,Earth,False,26.9,False
54244181,(2022 BV6),0.021308603,0.047647485,Earth,False,25.48,False
2065690,65690 (1991 DG),0.407901194,0.912094798,Earth,False,19.07,True
2523819,523819 (2010 VB72),0.175612319,0.392681082,Earth,False,20.9,False
3328630,(2006 FH),0.036690614,0.082042707,Earth,False,24.3,False
3760959,(2016 TM56),0.011080388,0.024776501,Earth,False,26.9,False
3773653,(2017 FL128),0.092162655,0.206081961,Earth,False,22.3,False
3781402,(2017 RL2),0.016016034,0.03581294,Earth,False,26.1,False
3989266,(2020 BS11),0.076657557,0.171411509,Earth,False,22.7,False
3608622,(2012 RL15),0.036690614,0.082042707,Earth,False,24.3,False
54130034,(2021 EQ),0.041740243,0.093334022,Earth,False,24.02,False
2523598,523598 (2003 ED50),0.183888672,0.411187571,Earth,False,20.8,True
3426808,(2008 RR24),0.152951935,0.342010925,Earth,False,21.2,False
3536591,(2010 NG1),0.232570688,0.520043867,Earth,False,20.29,False
3550055,(2010 UE7),0.366906138,0.820427065,Earth,False,19.3,False
3692289,(2014 TL),0.00732074,0.016369672,Earth,False,27.8,False
3697799,(2014 WE121),0.050647146,0.113250461,Earth,False,23.6,False
3770284,(2017 DK109),0.110294785,0.246626636,Earth,False,21.91,False
3831182,(2018 TR),0.021113245,0.04721065,Earth,False,25.5,False
3892686,(2019 VB3),0.005553349,0.012417666,Earth,False,28.4,False
54231706,(2021 FD50),0.011131533,0.024890864,Earth,False,26.89,False
54255061,(2022 EW5),0.04534767,0.101400473,Earth,False,23.84,False
2267729,267729 (2003 FC5),0.578835258,1.294314984,Earth,False,18.31,True
3151442,(2003 EJ59),0.278326768,0.622357573,Earth,False,19.9,False
3151645,(2003 FV3),0.183888672,0.411187571,Earth,False,20.8,False
3838881,(2019 EG),0.1034082,0.231227764,Earth,False,22.05,False
54051134,(2020 QJ),0.011602591,0.025944182,Earth,False,26.8,False
3746623,(2016 EF156),0.030517923,0.068240151,Earth,False,24.7,False
54049905,(2020 PO),0.016016034,0.03581294,Earth,False,26.1,False
54256791,(2022 EQ6),0.015224919,0.034043953,Earth,False,26.21,False
2170086,170086 (2002 XR14),0.699125232,1.563291544,Earth,False,17.9,True
3414400,(2008 MQ1),0.038419789,0.08590926,Earth,False,24.2,False
3726597,(2015 QT3),0.042126461,0.094197631,Earth,False,24.0,False
3826795,(2018 PZ21),0.012149404,0.027166893,Earth,False,26.7,False
3826890,(2018 QQ),0.022108281,0.049435619,Earth,False,25.4,False
54055066,(2020 TW1),0.008405334,0.018794898,Earth,False,27.5,False
54136759,(2021 GV7),0.090064777,0.201390963,Earth,False,22.35,False
2377097,377097 (2002 WQ4),0.334622375,0.748238376,Earth,False,19.5,True
2416231,416231 (2003 AJ73),0.520660914,1.164233197,Earth,False,18.54,False
3151641,(2003 FK1),0.066765941,0.149293183,Earth,False,23.0,False
3581599,(2011 TP6),0.021113245,0.04721065,Earth,False,25.5,False
3692283,(2014 SB324),0.117099483,0.261842404,Earth,False,21.78,False
3802398,(2018 GM),0.127219879,0.284472297,Earth,False,21.6,True
3824981,(2018 KR),0.013949382,0.031191767,Earth,False,26.4,False
3827162,(2018 RR),0.008027032,0.017948989,Earth,False,27.6,False
3410620,(2008 HE66),0.110803882,0.247765013,Earth,False,21.9,False
3780633,(2017 PK25),0.023150212,0.051765448,Earth,False,25.3,False
3801946,(2018 FH),0.291443905,0.651688382,Earth,False,19.8,False
3151655,(2003 FY6),0.088014652,0.196806745,Earth,False,22.4,False
3799756,(2018 DF2),0.178877195,0.399981568,Earth,False,20.86,False
54054777,(2020 TN),0.012149404,0.027166893,Earth,False,26.7,False
54252585,(2022 EK3),0.025150984,0.056239309,Earth,False,25.12,False
54268437,(2022 GE),0.009966782,0.022286403,Earth,False,27.13,False
3150778,(2003 EC50),0.069912523,0.156329154,Earth,False,22.9,False
3466677,(2009 QB36),0.732073989,1.636967205,Earth,False,17.8,False
3825646,(2018 NJ4),0.110803882,0.247765013,Earth,False,21.9,False
54051257,(2020 QF2),0.006991252,0.015632915,Earth,False,27.9,False
2614449,614449 (2009 QB36),0.715409951,1.599705282,Earth,False,17.85,False
3150771,(2003 EG16),0.366906138,0.820427065,Earth,False,19.3,True
3656791,(2014 BB3),0.046190746,0.103285648,Earth,False,23.8,False
3694130,(2014 UX34),0.085616009,0.191443215,Earth,False,22.46,False
3838904,(2019 ED1),0.007916897,0.017702719,Earth,False,27.63,False
54016363,(2020 FY4),0.031956189,0.07145621,Earth,False,24.6,False
54100582,(2020 XV6),0.076305348,0.170623945,Earth,False,22.71,False
54262980,(2022 FP),0.034399726,0.076920125,Earth,False,24.44,False
2003838,3838 Epona (1986 WA),1.899131235,4.246586539,Earth,False,15.73,False
3152305,(2003 FJ8),0.012149404,0.027166893,Earth,False,26.7,False
3440790,(2008 WG96),0.015295194,0.034201093,Earth,False,26.2,False
3639232,(2013 KY5),0.334622375,0.748238376,Earth,False,19.5,False
54123429,(2021 DO1),0.023043847,0.051527608,Earth,False,25.31,False
3408583,(2008 GP3),0.023150212,0.051765448,Earth,False,25.3,False
3714554,(2015 FV118),0.127219879,0.284472297,Earth,False,21.6,False
3771795,(2017 FN63),0.066765941,0.149293183,Earth,False,23.0,False
54016994,(2020 JH1),0.027832677,0.062235757,Earth,False,24.9,False
54054402,(2020 RR8),0.013949382,0.031191767,Earth,False,26.4,False
2592968,592968 (2015 FV118),0.123752784,0.276719637,Earth,False,21.66,False
3878588,(2019 TE3),0.021113245,0.04721065,Earth,False,25.5,False
54123267,(2021 DX),0.033308492,0.074480053,Earth,False,24.51,False
3152315,(2003 GH21),0.127807099,0.285785361,Earth,False,21.59,False
3483652,(2009 XL8),0.080270317,0.179489885,Earth,False,22.6,False
3634186,(2013 GZ7),0.04411182,0.098637028,Earth,False,23.9,False
2361689,361689 (2007 VY7),0.366906138,0.820427065,Earth,False,19.3,False
3152323,(2003 GP51),0.105816886,0.23661375,Earth,False,22.0,True
3746219,(2016 EJ85),0.018388867,0.041118757,Earth,False,25.8,False
3763544,(2016 VU3),0.201629919,0.450858206,Earth,False,20.6,False
3799260,(2018 BK7),0.055533491,0.124176661,Earth,False,23.4,False
3803908,(2018 HL),0.060891262,0.136157002,Earth,False,23.2,False
54135437,(2021 GB4),0.031517733,0.070475794,Earth,False,24.63,False
3514959,(2010 GA7),0.146067964,0.326617897,Earth,False,21.3,False
3602621,(2012 HL),0.081013049,0.181150684,Earth,False,22.58,False
3666925,(2014 GJ1),0.038419789,0.08590926,Earth,False,24.2,False
3683396,(2014 QQ266),0.192555078,0.430566244,Earth,False,20.7,False
3712675,(2015 DR215),0.210162379,0.469937367,Earth,False,20.51,True
3772992,(2017 FS101),0.042126461,0.094197631,Earth,False,24.0,False
3825059,(2018 LB),0.016770846,0.037500752,Earth,False,26.0,False
3387792,(2007 TJ19),0.183888672,0.411187571,Earth,False,20.8,False
54191832,(2021 QP5),0.037030108,0.082801838,Earth,False,24.28,False
3151646,(2003 FB5),0.053034072,0.118587791,Earth,False,23.5,False
3152314,(2003 GG21),0.107288946,0.239905375,Earth,False,21.97,True
3667093,(2014 GT34),0.121494041,0.271668934,Earth,False,21.7,False
3582138,(2011 UH20),0.166937912,0.373284519,Earth,False,21.01,True
3776074,(2017 MC4),0.105816886,0.23661375,Earth,False,22.0,False
3802041,(2018 FE3),0.009650615,0.021579431,Earth,False,27.2,False
2235756,235756 (2004 VC),0.494942761,1.106725658,Earth,False,18.65,True
3465719,(2009 QS),0.105816886,0.23661375,Earth,False,22.0,False
3753874,(2016 LC11),0.350392641,0.783501764,Earth,False,19.4,False
3152313,(2003 GF21),0.096506147,0.215794305,Earth,False,22.2,False
3840700,(2019 FY),0.073207399,0.163696721,Earth,False,22.8,False
3841720,(2019 JW1),0.015295194,0.034201093,Earth,False,26.2,False
3519516,(2010 HW81),0.237987955,0.532157245,Earth,False,20.24,False
3597510,(2012 CP2),0.22108281,0.494356193,Earth,False,20.4,False
3690385,(2014 SC145),0.019255508,0.043056624,Earth,False,25.7,False
3760486,(2016 TU10),0.038419789,0.08590926,Earth,False,24.2,False
3840735,(2019 FV1),0.004411182,0.009863703,Earth,False,28.9,False
54131590,(2021 EY4),0.078082728,0.174598287,Earth,False,22.66,False
3564039,(2011 HN5),0.025383703,0.056759685,Earth,False,25.1,False
3750678,(2016 GM135),0.101054342,0.225964377,Earth,False,22.1,False
54100693,(2020 YS),0.133215567,0.297879063,Earth,False,21.5,False
2531944,531944 (2013 CU83),0.139493823,0.311917671,Earth,False,21.4,True
3152317,(2003 GQ22),0.134448195,0.300635304,Earth,False,21.48,True
3660060,(2014 BR43),0.133215567,0.297879063,Earth,False,21.5,False
3787625,(2017 UR2),0.007665756,0.017141151,Earth,False,27.7,False
54105264,(2021 AA5),0.018644682,0.041690776,Earth,False,25.77,False
2446789,446789 (1998 FN9),0.186446818,0.41690776,Earth,False,20.77,False
3714586,(2015 FM120),0.015295194,0.034201093,Earth,False,26.2,False
54131591,(2021 EZ4),0.015579552,0.034836938,Earth,False,26.16,False
2488640,488640 (2003 FR6),0.380675544,0.851216393,Earth,False,19.22,False
2516641,516641 (2008 GB110),0.305179233,0.682401509,Earth,False,19.7,False
3152322,(2003 GD42),0.030517923,0.068240151,Earth,False,24.7,False
3591267,(2011 XS2),0.608912622,1.361570015,Earth,False,18.2,False
3843636,(2019 QZ3),0.029144391,0.065168838,Earth,False,24.8,False
2307564,307564 (2003 FQ6),0.183888672,0.411187571,Earth,False,20.8,False
2514596,514596 (2003 FG),0.309424699,0.69189466,Earth,False,19.67,True
3515663,(2010 GA34),0.088014652,0.196806745,Earth,False,22.4,False
3819747,(2018 JP),0.008801465,0.019680675,Earth,False,27.4,False
3152311,(2003 GX),0.040230458,0.089958039,Earth,False,24.1,False
3160742,(2003 SU84),0.101054342,0.225964377,Earth,False,22.1,False
3662251,(2014 DG6),0.055533491,0.124176661,Earth,False,23.4,False
54016234,(2020 FQ1),0.121494041,0.271668934,Earth,False,21.7,False
54016516,(2020 GT2),0.024241248,0.054205079,Earth,False,25.2,False
54240407,(2022 BQ3),0.303777061,0.679266159,Earth,False,19.71,False
3153509,(2003 HM),0.116025908,0.259441818,Earth,False,21.8,True
3670392,(2014 JF15),0.022108281,0.049435619,Earth,False,25.4,False
3748556,(2016 GX),0.022108281,0.049435619,Earth,False,25.4,False
3781889,(2017 SK16),0.069912523,0.156329154,Earth,False,22.9,False
2136582,136582 (1992 BA),0.286124454,0.639793729,Earth,False,19.84,False
2276468,276468 (2003 HQ32),0.646479826,1.445572836,Earth,False,18.07,False
3634889,(2013 GF84),0.02658,0.059434687,Earth,False,25.0,False
3799797,(2018 EA1),0.192555078,0.430566244,Earth,False,20.7,False
3802389,(2018 FK29),0.319561887,0.714562102,Earth,False,19.6,False
3840787,(2019 GH1),0.029144391,0.065168838,Earth,False,24.8,False
54049856,(2020 OA6),0.016016034,0.03581294,Earth,False,26.1,False
3843455,(2022 AA),0.031809363,0.071127899,Earth,False,24.61,False
2264993,264993 (2003 DX10),0.231502122,0.517654482,Earth,False,20.3,True
2293054,293054 (2006 WP127),0.555334912,1.241766613,Earth,False,18.4,False
2350462,350462 (1998 KG3),0.101054342,0.225964377,Earth,False,22.1,False
2467347,467347 (2003 GR),0.201629919,0.450858206,Earth,False,20.6,False
3717082,(2015 HR11),0.167708462,0.375007522,Earth,False,21.0,True
3760679,(2016 TU19),0.035039264,0.078350176,Earth,False,24.4,False
3555171,(2011 AA37),0.073207399,0.163696721,Earth,False,22.8,False
3669063,(2014 HO4),0.366906138,0.820427065,Earth,False,19.3,False
2164341,164341 (2005 CO),0.211132445,0.472106499,Earth,False,20.5,False
2455146,455146 (1993 FS),0.319561887,0.714562102,Earth,False,19.6,False
2482344,482344 (2011 WL15),0.305179233,0.682401509,Earth,False,19.7,True
2516420,516420 (2003 FS2),0.46190746,1.032856481,Earth,False,18.8,False
3151652,(2003 FF5),0.058150704,0.130028927,Earth,False,23.3,False
3840882,(2019 GR5),0.010581689,0.023661375,Earth,False,27.0,False
3841619,(2019 HH3),0.021113245,0.04721065,Earth,False,25.5,False
3674937,(2014 OV3),0.060891262,0.136157002,Earth,False,23.2,False
54235668,(2022 AT2),0.010828168,0.024212519,Earth,False,26.95,False
2458375,458375 (2010 WY8),0.146067964,0.326617897,Earth,False,21.3,False
3457388,(2009 HE),0.146067964,0.326617897,Earth,False,21.3,False
54156747,(2021 LE2),0.062309602,0.139328506,Earth,False,23.15,False
2485051,485051 (2010 CM44),0.375452479,0.839537266,Earth,False,19.25,False
2514846,514846 (2008 EQ7),0.080270317,0.179489885,Earth,False,22.6,False
3405147,(2008 EZ7),0.010581689,0.023661375,Earth,False,27.0,False
3717050,(2015 HQ10),0.055533491,0.124176661,Earth,False,23.4,False
3723922,(2015 ND3),0.016770846,0.037500752,Earth,False,26.0,False
3763276,(2016 VC1),0.121494041,0.271668934,Earth,False,21.7,True
54087859,(2020 VX5),0.055533491,0.124176661,Earth,False,23.4,False
54134665,(2021 GN1),0.013821494,0.030905799,Earth,False,26.42,False
3582516,(2011 UV63),0.121494041,0.271668934,Earth,False,21.7,True
3730580,(2015 TY237),0.12839703,0.287104486,Earth,False,21.58,True
3841535,(2019 HS),0.009650615,0.021579431,Earth,False,27.2,False
2326332,326332 (2000 GS146),0.699125232,1.563291544,Earth,False,17.9,False
3154351,(2003 JG4),0.069912523,0.156329154,Earth,False,22.9,False
3261400,(2004 VW),0.063760979,0.142573883,Earth,False,23.1,False
3843180,(2019 NN4),0.018388867,0.041118757,Earth,False,25.8,False
2143487,143487 (2003 CR20),0.483676488,1.081533507,Earth,False,18.7,True
3555912,(2011 BG40),0.031956189,0.07145621,Earth,False,24.6,False
3602620,(2012 HK),0.053034072,0.118587791,Earth,False,23.5,False
3635123,(2013 HV14),0.160160338,0.358129403,Earth,False,21.1,False
3774561,(2017 JV1),0.015295194,0.034201093,Earth,False,26.2,False
54253551,(2022 EQ4),0.148783571,0.332690178,Earth,False,21.26,False
2230599,230599 (2003 FJ1),0.705594158,1.577756503,Earth,False,17.88,False
3823894,(2018 JX),0.055533491,0.124176661,Earth,False,23.4,False
54268813,(2022 GC1),0.072202956,0.161450717,Earth,False,22.83,False
2277830,277830 (2006 HR29),0.192555078,0.430566244,Earth,False,20.7,False
3694455,(2014 UU56),0.005064715,0.011325046,Earth,False,28.6,False
54049349,(2020 OG3),0.011602591,0.025944182,Earth,False,26.8,False
3774091,(2017 HP3),0.133215567,0.297879063,Earth,False,21.5,True
3893723,(2019 WS4),0.033462237,0.074823838,Earth,False,24.5,False
54205433,(2010 MD127),0.253837029,0.567596853,Earth,False,20.1,False
2154658,154658 (2004 FA18),0.355267088,0.79440136,Earth,False,19.37,False
3153516,(2003 HN16),0.092162655,0.206081961,Earth,False,22.3,True
3154350,(2003 JY2),0.031956189,0.07145621,Earth,False,24.6,False
3409668,(2008 HJ3),0.063760979,0.142573883,Earth,False,23.1,False
3648532,(2013 SP19),0.003841979,0.008590926,Earth,False,29.2,False
3719152,(2015 JP),0.073207399,0.163696721,Earth,False,22.8,False
3773647,(2017 FG128),0.096506147,0.215794305,Earth,False,22.2,False
3791298,(2017 XT2),0.023150212,0.051765448,Earth,False,25.3,False
3893743,(2019 WO5),0.042126461,0.094197631,Earth,False,24.0,False
54016672,(2020 HR3),0.041357567,0.09247833,Earth,False,24.04,False
54142541,(2021 HB3),0.029144391,0.065168838,Earth,False,24.8,False
3303218,(2005 WA1),0.127219879,0.284472297,Earth,False,21.6,True
3986727,(2020 BK),0.012149404,0.027166893,Earth,False,26.7,False
2302831,302831 (2003 FH),0.406027058,0.907904103,Earth,False,19.08,True
2387746,387746 (2003 MH4),0.2658,0.594346868,Earth,False,20.0,True
3719181,(2015 JB1),0.036690614,0.082042707,Earth,False,24.3,False
2288592,288592 (2004 JW20),0.185590173,0.414992243,Earth,False,20.78,False
2523806,523806 (2002 WW17),0.938760865,2.099133109,Earth,False,17.26,False
3164405,(2003 UB22),0.036690614,0.082042707,Earth,False,24.3,False
3297230,(2005 UU3),0.101054342,0.225964377,Earth,False,22.1,False
3563860,(2011 HT),0.096506147,0.215794305,Earth,False,22.2,False
3878567,(2019 TV1),0.016770846,0.037500752,Earth,False,26.0,False
54017137,(2020 KB2),0.031956189,0.07145621,Earth,False,24.6,False
2006491,6491 (1991 OA),0.483676488,1.081533507,Earth,False,18.7,True
2453707,453707 (2010 XY72),0.46190746,1.032856481,Earth,False,18.8,True
3153530,(2003 HT42),0.029144391,0.065168838,Earth,False,24.8,False
3841634,(2019 HW3),0.02658,0.059434687,Earth,False,25.0,False
54142828,(2021 JB),0.012205483,0.02729229,Earth,False,26.69,False
3154492,(2003 JP14),0.092162655,0.206081961,Earth,False,22.3,False
3600234,(2012 DT60),0.101054342,0.225964377,Earth,False,22.1,False
3653215,(2013 US4),0.015295194,0.034201093,Earth,False,26.2,False
3774362,(2017 HC49),0.092162655,0.206081961,Earth,False,22.3,False
3154487,(2003 JD13),0.2658,0.594346868,Earth,False,20.0,False
3154495,(2003 JD17),0.160160338,0.358129403,Earth,False,21.1,False
3263660,(2004 XA45),0.167708462,0.375007522,Earth,False,21.0,False
3428532,(2008 SZ150),0.046190746,0.103285648,Earth,False,23.8,False
3989148,(2020 BJ6),0.016770846,0.037500752,Earth,False,26.0,False
2523809,523809 (2007 TV18),0.046190746,0.103285648,Earth,False,23.8,False
3160723,(2003 RU11),0.021113245,0.04721065,Earth,False,25.5,False
3458579,(2009 HU44),0.080270317,0.179489885,Earth,False,22.6,False
3781916,(2017 SU17),0.006676594,0.014929318,Earth,False,28.0,False
3878589,(2019 TF3),0.006676594,0.014929318,Earth,False,28.0,False
54132420,(2021 FR1),0.083282735,0.186225856,Earth,False,22.52,False
3154491,(2003 JO14),0.024241248,0.054205079,Earth,False,25.2,False
3579079,(2011 SP68),0.092162655,0.206081961,Earth,False,22.3,False
3710229,(2015 CW13),0.069912523,0.156329154,Earth,False,22.9,False
3819554,(2018 HL1),0.04411182,0.098637028,Earth,False,23.9,False
54017001,(2020 JP1),0.101054342,0.225964377,Earth,False,22.1,False
54149826,(2021 KN2),0.004995224,0.011169661,Earth,False,28.63,False
2467351,467351 (2003 KO2),0.225193047,0.50354696,Earth,False,20.36,True
3092261,(2000 HP40),0.042126461,0.094197631,Earth,False,24.0,False
3153514,(2003 HW10),0.010581689,0.023661375,Earth,False,27.0,False
3591884,(2011 YT62),0.088014652,0.196806745,Earth,False,22.4,False
3704145,(2015 AB246),0.080270317,0.179489885,Earth,False,22.6,False
3825159,(2018 LS3),0.022108281,0.049435619,Earth,False,25.4,False
54231778,(2021 YS),0.278326768,0.622357573,Earth,False,19.9,False
2457212,457212 (2008 JR26),0.290104841,0.648694146,Earth,False,19.81,False
3154352,(2003 JD11),0.036690614,0.082042707,Earth,False,24.3,False
3164410,(2003 UG22),0.152951935,0.342010925,Earth,False,21.2,False
3879730,(2019 UC7),0.053034072,0.118587791,Earth,False,23.5,False
54053946,(2020 RR4),0.017561232,0.039268108,Earth,False,25.9,False
54191243,(2021 QB3),0.046618144,0.104241338,Earth,False,23.78,False
2396730,396730 (2003 KX16),0.542693946,1.213500554,Earth,False,18.45,False
2412983,412983 (1996 FO3),0.236894499,0.529712204,Earth,False,20.25,True
3152316,(2003 GJ21),0.069912523,0.156329154,Earth,False,22.9,False
3610358,(2012 TK123),0.4411182,0.986370281,Earth,False,18.9,False
3612845,(2012 UC34),0.060891262,0.136157002,Earth,False,23.2,False
3728574,(2015 SZ2),0.022108281,0.049435619,Earth,False,25.4,False
54145088,(2021 JZ5),0.005682703,0.012706911,Earth,False,28.35,False
54229942,(2021 XK5),0.108281678,0.242125192,Earth,False,21.95,False
3589546,(2011 WR69),0.030517923,0.068240151,Earth,False,24.7,False
3724242,(2015 OV),0.050647146,0.113250461,Earth,False,23.6,False
3759001,(2016 RM17),0.008027032,0.017948989,Earth,False,27.6,False
3825011,(2018 KX1),0.066765941,0.149293183,Earth,False,23.0,False
3943344,(2019 YT1),0.024241248,0.054205079,Earth,False,25.2,False
54016992,(2020 JE1),0.030517923,0.068240151,Earth,False,24.7,False
54017162,(2020 KR2),0.012721988,0.02844723,Earth,False,26.6,False
2412995,412995 (1999 LP28),0.262153087,0.586192124,Earth,False,20.03,False
3152321,(2003 GU41),0.506471459,1.132504611,Earth,False,18.6,False
3695293,(2014 UH175),0.22108281,0.494356193,Earth,False,20.4,False
3602688,(2012 HO1),0.048590904,0.108652564,Earth,False,23.69,False
3673598,(2014 LZ20),0.025383703,0.056759685,Earth,False,25.1,False
3731244,(2015 TE323),0.58150704,1.30028927,Earth,False,18.3,True
54093095,(2020 WZ3),0.015224919,0.034043953,Earth,False,26.21,False
2240320,240320 (2003 HS42),0.246919266,0.552128263,Earth,False,20.16,False
3775046,(2017 KJ27),0.022108281,0.049435619,Earth,False,25.4,False
54215208,(2021 VJ),0.027074159,0.06053966,Earth,False,24.96,False
3166087,(2003 WE),0.031956189,0.07145621,Earth,False,24.6,False
3563424,(2011 GO65),0.069271561,0.15489592,Earth,False,22.92,False
3766124,(2016 YO3),0.253837029,0.567596853,Earth,False,20.1,False
54016614,(2020 HB2),0.211132445,0.472106499,Earth,False,20.5,False
54017229,(2020 KM4),0.006991252,0.015632915,Earth,False,27.9,False
54213634,(2021 UM5),0.124897854,0.279280092,Earth,False,21.64,True
2006489,6489 Golevka (1991 JX),0.384197891,0.859092601,Earth,False,19.2,True
3633048,(2013 FX7),0.127219879,0.284472297,Earth,False,21.6,True
3672461,(2014 KE39),0.058150704,0.130028927,Earth,False,23.3,False
3351834,(2006 UE17),0.110803882,0.247765013,Earth,False,21.9,False
3545979,(2010 RS80),0.013321557,0.029787906,Earth,False,26.5,False
3713284,(2015 EL7),0.076657557,0.171411509,Earth,False,22.7,False
3789379,(2017 VB13),0.021113245,0.04721065,Earth,False,25.5,False
3842768,(2019 LV1),0.020162992,0.045085821,Earth,False,25.6,False
54017083,(2020 HS10),0.046190746,0.103285648,Earth,False,23.8,False
54105484,(2021 AB5),0.064055286,0.143231975,Earth,False,23.09,False
2008013,8013 Gordonmoore (1990 KA),1.010543415,2.259643771,Earth,False,17.1,False
2242643,242643 (2005 NZ6),0.888290416,1.986277755,Earth,False,17.38,True
3028805,(2000 CM33),0.183888672,0.411187571,Earth,False,20.8,True
3775041,(2017 KN27),0.022108281,0.049435619,Earth,False,25.4,False
54053732,(2020 RK),0.023150212,0.051765448,Earth,False,25.3,False
2403247,403247 (2008 XO2),0.37201031,0.831840342,Earth,False,19.27,False
3024027,(1999 VR6),0.183888672,0.411187571,Earth,False,20.8,False
3645267,(2013 PA7),0.079534394,0.177844312,Earth,False,22.62,False
3893745,(2019 WX5),0.053034072,0.118587791,Earth,False,23.5,False
54192756,(2021 RF3),0.014878357,0.033269018,Earth,False,26.26,False
2171819,171819 (2001 FZ6),0.576175751,1.288368146,Earth,False,18.32,False
2455415,455415 (2003 GA),0.152951935,0.342010925,Earth,False,21.2,False
3563857,(2011 HP),0.096062742,0.21480282,Earth,False,22.21,False
3719730,(2015 KB57),0.092162655,0.206081961,Earth,False,22.3,False
3763268,(2016 VR),0.014606796,0.03266179,Earth,False,26.3,False
3789720,(2017 WJ16),0.033462237,0.074823838,Earth,False,24.5,False
2454101,454101 (2013 BP73),0.231502122,0.517654482,Earth,False,20.3,True
3552538,(2010 WC3),0.101054342,0.225964377,Earth,False,22.1,False
3672457,(2014 KC39),0.058150704,0.130028927,Earth,False,23.3,False
3733850,(2015 VJ64),0.025383703,0.056759685,Earth,False,25.1,False
54186922,(2021 PH27),0.766575574,1.714115092,Earth,False,17.7,False
2154652,154652 (2004 EP20),0.472666667,1.056914799,Earth,False,18.75,False
2171486,171486 (1996 MO),0.550243571,1.230382028,Earth,False,18.42,False
3837536,(2018 YO2),0.002914439,0.006516884,Earth,False,29.8,False
54136753,(2021 GP7),0.065547326,0.146568276,Earth,False,23.04,False
3183834,(2004 LB),0.127219879,0.284472297,Earth,False,21.6,True
3632241,(2013 EN89),0.012149404,0.027166893,Earth,False,26.7,False
3840880,(2019 GP5),0.030517923,0.068240151,Earth,False,24.7,False
54017000,(2020 JO1),0.046190746,0.103285648,Earth,False,23.8,False
3719475,(2015 KJ19),0.08405334,0.187948982,Earth,False,22.5,False
2523807,523807 (2003 LG),0.542693946,1.213500554,Earth,False,18.45,False
3827333,(2018 RN2),0.031956189,0.07145621,Earth,False,24.6,False
3835875,(2018 VC),0.014606796,0.03266179,Earth,False,26.3,False
54016979,(2020 JV),0.139493823,0.311917671,Earth,False,21.4,True
2518638,518638 (2008 JP14),0.366906138,0.820427065,Earth,False,19.3,False
3153510,(2003 HN),0.278326768,0.622357573,Earth,False,19.9,False
3550466,(2010 VZ11),0.020162992,0.045085821,Earth,False,25.6,False
3580962,(2011 TJ),0.155795524,0.348369383,Earth,False,21.16,False
3991616,(2020 CZ2),0.139493823,0.311917671,Earth,False,21.4,False
54152388,(2021 KB3),0.02446555,0.054706632,Earth,False,25.18,False
3154507,(2003 KF4),0.058150704,0.130028927,Earth,False,23.3,False
3160738,(2003 SM84),0.066153828,0.147924455,Earth,False,23.02,False
3825041,(2018 KC3),0.063760979,0.142573883,Earth,False,23.1,False
3829492,(2018 RC8),0.201629919,0.450858206,Earth,False,20.6,False
54016687,(2020 HL4),0.031956189,0.07145621,Earth,False,24.6,False
54016989,(2020 JB1),0.013949382,0.031191767,Earth,False,26.4,False
2612600,612600 (2003 SM84),0.066153828,0.147924455,Earth,False,23.02,False
3308950,(2005 YK),0.011080388,0.024776501,Earth,False,26.9,False
3752517,(2016 HS6),0.167708462,0.375007522,Earth,False,21.0,False
3837991,(2019 BF2),0.212106988,0.474285643,Earth,False,20.49,False
54016637,(2020 HQ2),0.088014652,0.196806745,Earth,False,22.4,False
2387793,387793 (2003 WL25),1.326034968,2.965104328,Earth,False,16.51,False
3154511,(2003 KQ18),0.175612319,0.392681082,Earth,False,20.9,False
3734181,(2015 VC66),0.248058993,0.554676771,Earth,False,20.15,False
3776072,(2017 MD4),0.167708462,0.375007522,Earth,False,21.0,False
3826834,(2018 PL23),0.278326768,0.622357573,Earth,False,19.9,True
