,id,miss_distance,name,est_diameter_min,est_diameter_max,relative_velocity,orbiting_body,sentry_object,absolute_magnitude,hazardous,year
4625,3337594,20796090.26,(2006 OZ4),0.121494041,0.271668934,58864.70269,Earth,False,21.7,False,2006
4626,3337595,19787082.8,(2006 OA5),0.309424699,0.69189466,29073.5238,Earth,False,19.67,False,2006
4627,3337598,36941317.5,(2006 OD5),0.334622375,0.748238376,24704.1228,Earth,False,19.5,False,2006
4628,3337599,62235716.72,(2006 OF5),0.366906138,0.820427065,28020.25246,Earth,False,19.3,False,2006
4629,3337711,5098557.296,(2006 OB7),0.04411182,0.098637028,27608.61033,Earth,False,23.9,False,2006
4630,3337712,7019140.124,(2006 OC7),0.076657557,0.171411509,35397.02871,Earth,False,22.7,False,2006
4631,3337714,30733349.54,(2006 OE7),0.231502122,0.517654482,114483.1976,Earth,False,20.3,False,2006
4632,3337733,32933403.04,(2006 OS9),0.732073989,1.636967205,139280.4893,Earth,False,17.8,False,2006
4633,3337734,35888144.59,(2006 OT9),0.2658,0.594346868,35776.50377,Earth,False,20.0,False,2006
4634,3337735,7187445.641,(2006 OE10),0.029144391,0.065168838,16599.60403,Earth,False,24.8,False,2006
4635,3337834,30147900.58,(2006 OG15),0.291443905,0.651688382,48357.80397,Earth,False,19.8,False,2006
4636,3337992,9868819.567,(2006 PA1),0.305179233,0.682401509,32113.23011,Earth,False,19.7,True,2006
4637,3337993,56797594.33,(2006 PB1),0.384197891,0.859092601,20963.73751,Earth,False,19.2,False,2006
4638,3337999,18390184.51,(2006 PF1),0.316632126,0.708010957,109569.4881,Earth,False,19.62,False,2006
4639,3338022,9583793.693,(2006 QA),0.060891262,0.136157002,31915.58681,Earth,False,23.2,False,2006
4640,3338034,20754534.81,(2006 QE),0.319561887,0.714562102,70802.27749,Earth,False,19.6,False,2006
4641,3338136,38151612.11,(2006 PY17),0.384197891,0.859092601,48949.56823,Earth,False,19.2,True,2006
4642,3338137,22787538.03,(2006 QX5),0.046190746,0.103285648,18551.79683,Earth,False,23.8,False,2006
4643,3338138,40340774.49,(2006 QY5),0.146067964,0.326617897,4415.998052,Earth,False,21.3,False,2006
4644,3338368,5043043.127,(2006 QQ23),0.2658,0.594346868,19786.99986,Earth,False,20.0,True,2006
4645,3338369,18153520.14,(2006 QS23),0.253837029,0.567596853,68733.20642,Earth,False,20.1,False,2006
4646,3338519,16037113.52,(2006 QB31),0.167708462,0.375007522,77671.27863,Earth,False,21.0,False,2006
4647,3338813,8399358.915,(2006 QK33),0.04411182,0.098637028,40585.75976,Earth,False,23.9,False,2006
4648,3338814,35164352.32,(2006 QM33),0.175612319,0.392681082,74323.6686,Earth,False,20.9,False,2006
4649,3339081,5034561.616,(2006 QK40),0.042126461,0.094197631,46199.80887,Earth,False,24.0,False,2006
4650,3339082,3035097.461,(2006 QQ56),0.017561232,0.039268108,5941.428852,Earth,False,25.9,False,2006
4651,3339218,6541911.16,(2006 QZ57),0.076657557,0.171411509,79234.72958,Earth,False,22.7,False,2006
4652,3339220,15154784.52,(2006 QB58),0.04411182,0.098637028,21853.28441,Earth,False,23.9,False,2006
4653,3339595,14548310.11,(2006 QE89),0.175612319,0.392681082,59364.66,Earth,False,20.9,False,2006
4654,3339664,29916301.08,(2006 QS89),0.183888672,0.411187571,33241.32291,Earth,False,20.8,False,2006
4655,3339666,43797572.29,(2006 QU89),0.157237082,0.351592805,27406.61755,Earth,False,21.14,False,2006
4656,3339667,3060276.503,(2006 QV89),0.021113245,0.04721065,20988.85476,Earth,False,25.5,False,2006
4657,3340060,2734687.675,(2006 QN111),0.046190746,0.103285648,39686.47966,Earth,False,23.8,False,2006
4658,3340061,159913.9895,(2006 QM111),0.008027032,0.017948989,68275.72671,Earth,False,27.6,False,2006
4659,3341129,1918183.951,(2006 RZ),0.231502122,0.517654482,48605.41688,Earth,False,20.3,True,2006
4660,3341199,18173728.16,(2006 RJ1),0.093444765,0.208948847,45350.96234,Earth,False,22.27,False,2006
4661,3341200,12437119.99,(2006 RK1),0.116025908,0.259441818,48661.50899,Earth,False,21.8,True,2006
4662,3341510,1792291.405,(2006 RH2),0.009650615,0.021579431,22847.48577,Earth,False,27.2,False,2006
4663,3342129,5978165.978,(2006 RJ7),0.048367649,0.108153351,56753.70107,Earth,False,23.7,False,2006
4664,3342130,22497579.87,(2006 RH7),0.201629919,0.450858206,69203.11183,Earth,False,20.6,False,2006
4665,3342248,1467013.366,(2006 SB),0.018388867,0.041118757,35023.16873,Earth,False,25.8,False,2006
4666,3342249,775849.4251,(2006 SC),0.025383703,0.056759685,43571.94925,Earth,False,25.1,False,2006
4667,3342315,7705284.951,(2006 QJ65),0.105816886,0.23661375,50725.14444,Earth,False,22.0,False,2006
4668,3342316,5893864.183,(2006 SV5),0.063760979,0.142573883,15839.48641,Earth,False,23.1,False,2006
4669,3342318,16184137.09,(2006 SY5),0.100590039,0.224926165,20353.00368,Earth,False,22.11,False,2006
4670,3342319,37612968.21,(2006 SA6),0.384197891,0.859092601,53629.63111,Earth,False,19.2,False,2006
4671,3342321,50163176.36,(2006 SD6),0.237987955,0.532157245,72989.33783,Earth,False,20.24,False,2006
4672,3342322,10744206.33,(2006 SE6),0.069912523,0.156329154,24654.70268,Earth,False,22.9,False,2006
4673,3342643,9013171.856,(2006 SF7),0.087610262,0.1959025,51269.22676,Earth,False,22.41,False,2006
4674,3342644,26054335.04,(2006 SH7),0.305179233,0.682401509,22000.66287,Earth,False,19.7,False,2006
4675,3342645,11656308.84,(2006 SG7),0.069912523,0.156329154,54483.07425,Earth,False,22.9,False,2006
4676,3343101,22438599.78,(2006 SQ19),0.060891262,0.136157002,20133.00084,Earth,False,23.2,False,2006
4677,3343102,66733735.02,(2006 SS19),0.4411182,0.986370281,43010.28594,Earth,False,18.9,False,2006
4678,3343104,10698189.58,(2006 SP19),0.038419789,0.08590926,25528.90217,Earth,False,24.2,False,2006
4679,3343105,39769573.27,(2006 SR19),0.110803882,0.247765013,14096.62274,Earth,False,21.9,False,2006
4680,3343108,6257052.057,(2006 SD25),0.042126461,0.094197631,26095.54335,Earth,False,24.0,False,2006
4681,3343490,2205435.379,(2006 SK61),0.016016034,0.03581294,12875.00287,Earth,False,26.1,False,2006
4682,3344169,11769059.22,(2006 SF77),0.127219879,0.284472297,62430.41477,Earth,False,21.6,False,2006
4683,3344170,30604659.5,(2006 SG77),0.192555078,0.430566244,21343.70335,Earth,False,20.7,False,2006
4684,3344171,612618.5965,(2006 SO77),0.013321557,0.029787906,28774.05207,Earth,False,26.5,False,2006
4685,3345236,36570072.94,(2006 SO78),0.421264611,0.941976306,55461.92341,Earth,False,19.0,False,2006
4686,3345238,35791231.61,(2006 SR78),0.242412481,0.542050786,61764.74081,Earth,False,20.2,False,2006
4687,3345299,2373646.081,(2006 SN131),0.014606796,0.03266179,27225.90628,Earth,False,26.3,False,2006
4688,3345300,8787402.311,(2006 SP131),0.023150212,0.051765448,46779.32995,Earth,False,25.3,False,2006
4689,3345301,31615706.09,(2006 SQ131),0.080270317,0.179489885,24793.96509,Earth,False,22.6,False,2006
4690,3345302,462965.2855,(2006 SR131),0.006676594,0.014929318,31135.0082,Earth,False,28.0,False,2006
4691,3345303,1903597.935,(2006 SS131),0.019255508,0.043056624,22655.59287,Earth,False,25.7,False,2006
4692,3345304,37663376.89,(2006 ST131),0.133215567,0.297879063,63651.0697,Earth,False,21.5,False,2006
4693,3345307,20468382.8,(2006 SK134),0.483676488,1.081533507,82939.21265,Earth,False,18.7,False,2006
4694,3346458,8359071.73,(2006 SQ134),0.030517923,0.068240151,30885.61488,Earth,False,24.7,False,2006
4695,3346459,4224409.953,(2006 SR134),0.063760979,0.142573883,23574.19556,Earth,False,23.1,False,2006
4696,3346460,6308106.833,(2006 SS134),0.139493823,0.311917671,58821.83119,Earth,False,21.4,True,2006
4697,3346470,42445860.56,(2006 SB142),0.116025908,0.259441818,15722.78657,Earth,False,21.8,False,2006
4698,3346474,22813213.37,(2006 SM198),0.127219879,0.284472297,35694.15934,Earth,False,21.6,False,2006
4699,3346475,1092590.018,(2006 SN198),0.016016034,0.03581294,57863.10404,Earth,False,26.1,False,2006
4700,3346476,469411.0089,(2006 SO198),0.04411182,0.098637028,110981.8308,Earth,False,23.9,False,2006
4701,3346477,41492730.04,(2006 SP198),0.133215567,0.297879063,15904.41401,Earth,False,21.5,False,2006
4702,3347351,67162394.37,(2006 SV189),0.319561887,0.714562102,29063.43696,Earth,False,19.6,False,2006
4703,3347493,9025065.38,(2006 SU217),0.023150212,0.051765448,14865.73896,Earth,False,25.3,False,2006
4704,3347494,7546235.667,(2006 SV217),0.033462237,0.074823838,28878.71979,Earth,False,24.5,False,2006
4705,3347497,24444745.33,(2006 SY217),0.127219879,0.284472297,19007.36781,Earth,False,21.6,False,2006
4706,3347502,7657125.971,(2006 TD),0.088014652,0.196806745,34459.64567,Earth,False,22.4,False,2006
4707,3347503,3587976.048,(2006 TF),0.017561232,0.039268108,26667.82433,Earth,False,25.9,False,2006
4708,3348143,62390156.63,(2006 TK),0.305179233,0.682401509,65368.1464,Earth,False,19.7,False,2006
4709,3348144,7182413.917,(2006 TL),0.04411182,0.098637028,46850.52008,Earth,False,23.9,False,2006
4710,3348146,30940090.32,(2006 TO),0.060891262,0.136157002,18687.42898,Earth,False,23.2,False,2006
4711,3348265,33277202.12,(2006 TD1),0.155795524,0.348369383,6979.428212,Earth,False,21.16,False,2006
4712,3348266,10553970.77,(2006 TF1),0.211132445,0.472106499,32453.43532,Earth,False,20.5,False,2006
4713,3348448,3590374.581,(2006 TB7),0.048367649,0.108153351,43574.16197,Earth,False,23.7,False,2006
4714,3350559,6422586.349,(2006 TJ7),0.038419789,0.08590926,29855.91705,Earth,False,24.2,False,2006
4715,3350631,1145139.486,(2006 TR7),0.025383703,0.056759685,38221.03111,Earth,False,25.1,False,2006
4716,3350633,6098169.41,(2006 TU7),0.110803882,0.247765013,43336.76335,Earth,False,21.9,True,2006
4717,3350634,6741847.621,(2006 TA8),0.175612319,0.392681082,65546.02878,Earth,False,20.9,True,2006
4718,3350635,31244797.56,(2006 TC8),0.278326768,0.622357573,87572.66477,Earth,False,19.9,False,2006
4719,3350637,60844311.57,(2006 TT7),0.334622375,0.748238376,20256.92126,Earth,False,19.5,False,2006
4720,3350777,11796613.3,(2006 UA),0.2658,0.594346868,58336.94146,Earth,False,20.0,False,2006
4721,3351040,32976608.3,(2006 UE),0.088014652,0.196806745,18476.77511,Earth,False,22.4,False,2006
4722,3351041,25611942.02,(2006 UF),0.092162655,0.206081961,20590.44046,Earth,False,22.3,False,2006
4723,3351217,20634109.43,(2006 UJ),0.04411182,0.098637028,19309.0624,Earth,False,23.9,False,2006
4724,3351219,4914291.047,(2006 UL),0.016016034,0.03581294,19609.01024,Earth,False,26.1,False,2006
4725,3351221,6534617.695,(2006 UN),0.021113245,0.04721065,13757.35608,Earth,False,25.5,False,2006
4726,3351222,22079540.2,(2006 UO),0.152951935,0.342010925,56886.06969,Earth,False,21.2,True,2006
4727,3351224,22198171.07,(2006 UR),0.350392641,0.783501764,18522.4598,Earth,False,19.4,False,2006
4728,3351481,48581544.76,(2006 UX1),0.160160338,0.358129403,55703.12723,Earth,False,21.1,False,2006
4729,3351830,11581427.73,(2006 UY16),0.033462237,0.074823838,32039.53579,Earth,False,24.5,False,2006
4730,3351831,15482701.16,(2006 UA17),0.046190746,0.103285648,46893.06371,Earth,False,23.8,False,2006
4731,3351832,5405921.753,(2006 UB17),0.014606796,0.03266179,5961.851457,Earth,False,26.3,False,2006
4732,3351833,58675483.53,(2006 UD17),0.555334912,1.241766613,45927.71945,Earth,False,18.4,False,2006
4733,3351834,16440878.41,(2006 UE17),0.110803882,0.247765013,41469.46519,Earth,False,21.9,False,2006
4734,3351835,18026485.02,(2006 UF17),0.127219879,0.284472297,83202.95715,Earth,False,21.6,True,2006
4735,3352549,4354566.742,(2006 UQ17),0.110803882,0.247765013,17955.99739,Earth,False,21.9,True,2006
4736,3352550,16156034.09,(2006 UT17),0.038419789,0.08590926,23258.67229,Earth,False,24.2,False,2006
4737,3352551,883924.1623,(2006 UU17),0.012721988,0.02844723,33846.78316,Earth,False,26.6,False,2006
4738,3352688,36490034.24,(2006 UD63),0.4411182,0.986370281,15996.34645,Earth,False,18.9,False,2006
4739,3352689,53482481.77,(2006 UF63),0.242412481,0.542050786,45466.32029,Earth,False,20.2,False,2006
4740,3353630,24234804.99,(2006 UB64),0.18817199,0.42076536,71327.56413,Earth,False,20.75,False,2006
4741,3353631,5708231.312,(2006 UC64),0.027832677,0.062235757,68406.70554,Earth,False,24.9,False,2006
4742,3353632,26943601.31,(2006 UD64),0.242412481,0.542050786,93545.90141,Earth,False,20.2,False,2006
4743,3353633,170055.1394,(2006 UE64),0.006676594,0.014929318,42505.42661,Earth,False,28.0,False,2006
4744,3353656,49192713.92,(2006 RA55),0.308003021,0.688715693,12316.71318,Earth,False,19.68,False,2006
4745,3354731,2413657.378,(2006 UC185),0.055533491,0.124176661,33366.04086,Earth,False,23.4,False,2006
4746,3354736,26222699.08,(2006 UE185),0.033462237,0.074823838,13304.93724,Earth,False,24.5,False,2006
4747,3354737,20250957.73,(2006 UF185),0.133215567,0.297879063,85168.3432,Earth,False,21.5,False,2006
4748,3354738,10814340.04,(2006 UH185),0.025383703,0.056759685,27286.25554,Earth,False,25.1,False,2006
4749,3354739,267176.7095,(2006 UJ185),0.006991252,0.015632915,56138.09463,Earth,False,27.9,False,2006
4750,3354740,31025794.15,(2006 UL185),0.146067964,0.326617897,58663.29978,Earth,False,21.3,False,2006
4751,3354954,4157914.537,(2006 UY215),0.063760979,0.142573883,50679.93795,Earth,False,23.1,False,2006
4752,3354955,2929987.23,(2006 UZ215),0.021113245,0.04721065,31840.13373,Earth,False,25.5,False,2006
4753,3354956,2308793.43,(2006 UA216),0.050647146,0.113250461,21484.11204,Earth,False,23.6,False,2006
4754,3354958,35436802.58,(2006 UN216),0.4411182,0.986370281,27946.23088,Earth,False,18.9,False,2006
4755,3355845,2136697.985,(2006 UQ216),0.009216266,0.020608196,15241.47659,Earth,False,27.3,False,2006
4756,3355846,20889839.48,(2006 UR216),0.271991277,0.608190985,47479.48508,Earth,False,19.95,False,2006
4757,3355848,38442339.49,(2006 UK217),0.4411182,0.986370281,95691.36398,Earth,False,18.9,False,2006
4758,3355869,2481157.941,(2006 UP217),0.027832677,0.062235757,54481.12065,Earth,False,24.9,False,2006
4759,3355871,28543373.78,(2006 UR217),0.291443905,0.651688382,43536.2096,Earth,False,19.8,False,2006
4760,3355873,5912604.936,(2006 VB),0.025383703,0.056759685,30962.90939,Earth,False,25.1,False,2006
4761,3356887,27745571.92,(2006 VJ),0.121494041,0.271668934,32766.66699,Earth,False,21.7,False,2006
4762,3358114,48512019.94,(2006 VA2),0.175612319,0.392681082,47398.96733,Earth,False,20.9,False,2006
4763,3358115,34412293.22,(2006 VB2),0.291443905,0.651688382,94287.53999,Earth,False,19.8,False,2006
4764,3358116,40090158.25,(2006 VC2),0.160160338,0.358129403,53847.77535,Earth,False,21.1,False,2006
4765,3358117,30076532.32,(2006 VD2),0.366906138,0.820427065,37696.28777,Earth,False,19.3,False,2006
4766,3358219,10339348.73,(2006 VU2),0.016770846,0.037500752,25156.91279,Earth,False,26.0,False,2006
4767,3358222,3999124.761,(2006 VX2),0.031956189,0.07145621,32865.69022,Earth,False,24.6,False,2006
4768,3358223,11733278.38,(2006 VY2),0.076657557,0.171411509,42841.89378,Earth,False,22.7,False,2006
4769,3358224,26397209.66,(2006 VZ2),0.305179233,0.682401509,88016.84381,Earth,False,19.7,False,2006
4770,3358226,45722068.75,(2006 VB3),0.152951935,0.342010925,22828.84291,Earth,False,21.2,False,2006
4771,3358520,1381249.131,(2006 VE13),0.012721988,0.02844723,44205.06646,Earth,False,26.6,False,2006
4772,3358521,6092846.404,(2006 VF13),0.060891262,0.136157002,49585.54092,Earth,False,23.2,False,2006
4773,3358522,15228618.59,(2006 VG13),0.139493823,0.311917671,38428.47045,Earth,False,21.4,True,2006
4774,3358670,10203248.54,(2006 VP13),0.050647146,0.113250461,22800.05042,Earth,False,23.6,False,2006
4775,3358672,15667177.19,(2006 VT13),0.183888672,0.411187571,48502.79677,Earth,False,20.8,True,2006
4776,3358690,5168422.358,(2006 VB45),0.030517923,0.068240151,25103.90984,Earth,False,24.7,False,2006
4777,3359024,2702672.654,(2006 WB),0.073207399,0.163696721,16491.02619,Earth,False,22.8,False,2006
4778,3359094,348358.3872,(2006 WV),0.009650615,0.021579431,53131.24326,Earth,False,27.2,False,2006
4779,3359096,1985871.662,(2006 WX),0.025383703,0.056759685,35794.22223,Earth,False,25.1,False,2006
4780,3359266,310495.1214,(2006 WP1),0.006089126,0.0136157,64860.81897,Earth,False,28.2,False,2006
4781,3359270,12748258.43,(2006 WT1),0.2658,0.594346868,45546.59879,Earth,False,20.0,True,2006
4782,3359271,25539795.84,(2006 WU1),0.073207399,0.163696721,29225.86913,Earth,False,22.8,False,2006
4783,3359272,4338019.198,(2006 WV1),0.017561232,0.039268108,29226.53808,Earth,False,25.9,False,2006
4784,3359276,23222592.01,(2006 WA3),0.092162655,0.206081961,55506.09836,Earth,False,22.3,False,2006
4785,3359277,7156750.507,(2006 WB3),0.035039264,0.078350176,39894.14392,Earth,False,24.4,False,2006
4786,3359278,13167984.59,(2006 WJ3),0.267026877,0.597090249,39189.26227,Earth,False,19.99,True,2006
4787,3359279,48040156.41,(2006 WK3),0.253837029,0.567596853,41737.9311,Earth,False,20.1,False,2006
4788,3359281,5697307.362,(2006 WM3),0.060891262,0.136157002,41874.91875,Earth,False,23.2,False,2006
4789,3359282,57117767.82,(2006 WN3),0.291443905,0.651688382,65121.65127,Earth,False,19.8,False,2006
4790,3359284,3503494.047,(2006 WP3),0.055533491,0.124176661,31844.97172,Earth,False,23.4,False,2006
4791,3360225,17543404.54,(2006 WX3),0.092162655,0.206081961,46120.89605,Earth,False,22.3,False,2006
4792,3360226,9629781.035,(2006 WY3),0.073207399,0.163696721,44301.89742,Earth,False,22.8,False,2006
4793,3360227,30670092.77,(2006 WZ3),0.242412481,0.542050786,43462.08733,Earth,False,20.2,False,2006
4794,3360486,15771679.82,(2006 WE4),0.4411182,0.986370281,47236.12064,Earth,False,18.9,False,2006
4795,3360537,13987773.73,(2006 WR29),0.040230458,0.089958039,33683.86762,Earth,False,24.1,False,2006
4796,3360538,6544249.42,(2006 WS29),0.02658,0.059434687,45635.79965,Earth,False,25.0,False,2006
4797,3360539,66865026.86,(2006 WT29),0.305179233,0.682401509,61872.10301,Earth,False,19.7,False,2006
4798,3360540,58086366.26,(2006 WU29),0.58150704,1.30028927,65200.45188,Earth,False,18.3,False,2006
4799,3360541,1409738.191,(2006 WV29),0.013321557,0.029787906,59429.98224,Earth,False,26.5,False,2006
4800,3360542,330109.7808,(2006 WX29),0.00732074,0.016369672,76143.318,Earth,False,27.8,False,2006
4801,3360543,5287951.131,(2006 WZ29),0.029144391,0.065168838,37555.88132,Earth,False,24.8,False,2006
4802,3360544,5243831.727,(2006 WA30),0.020162992,0.045085821,35202.565,Earth,False,25.6,False,2006
4803,3360545,9719543.258,(2006 WB30),0.017561232,0.039268108,15408.64476,Earth,False,25.9,False,2006
4804,3360546,2372888.428,(2006 WC30),0.038419789,0.08590926,34001.60942,Earth,False,24.2,False,2006
4805,3361550,3010678.092,(2006 WQ127),0.058150704,0.130028927,64598.02217,Earth,False,23.3,False,2006
4806,3361623,5737422.764,(2006 WD129),0.014606796,0.03266179,38943.84524,Earth,False,26.3,False,2006
4807,3361624,24628453.76,(2006 WE129),0.334622375,0.748238376,90494.05353,Earth,False,19.5,False,2006
4808,3361626,37418346.56,(2006 WG129),0.201629919,0.450858206,50854.09283,Earth,False,20.6,False,2006
4809,3362875,5468471.973,(2006 WG130),0.030517923,0.068240151,43571.15226,Earth,False,24.7,False,2006
4810,3362876,14005413.22,(2006 WH130),0.046190746,0.103285648,32899.30747,Earth,False,23.8,False,2006
4811,3362877,5412256.609,(2006 WJ130),0.040230458,0.089958039,44007.16719,Earth,False,24.1,False,2006
4812,3362878,15059900.12,(2006 WK130),0.092162655,0.206081961,63996.70209,Earth,False,22.3,False,2006
4813,3363228,2277249.627,(2006 WZ184),0.014606796,0.03266179,27897.9112,Earth,False,26.3,False,2006
4814,3363333,15446475.79,(2006 XB),0.166170902,0.371569432,34521.79245,Earth,False,21.02,False,2006
4815,3363346,12587141.91,(2006 XW),0.059505208,0.13305769,17102.78195,Earth,False,23.25,False,2006
4816,3363347,12108156.76,(2006 XX),0.055533491,0.124176661,24612.09022,Earth,False,23.4,False,2006
4817,3363348,1286207.196,(2006 XY),0.038419789,0.08590926,17563.35368,Earth,False,24.2,False,2006
4818,3363349,45116636.25,(2006 XF1),0.321036917,0.717860371,80705.3127,Earth,False,19.59,False,2006
4819,3363351,44627280.2,(2006 XH1),0.211132445,0.472106499,13410.83766,Earth,False,20.5,False,2006
4820,3363352,18149364.19,(2006 XJ1),0.139493823,0.311917671,33452.2178,Earth,False,21.4,False,2006
4821,3363380,17452871.57,(2006 XE2),0.105816886,0.23661375,57402.67859,Earth,False,22.0,False,2006
4822,3363381,38495917.17,(2006 XF2),0.278326768,0.622357573,62223.41733,Earth,False,19.9,False,2006
4823,3363420,3051272.507,(2006 XH2),0.035039264,0.078350176,79444.71071,Earth,False,24.4,False,2006
4824,3363421,17471881.03,(2006 XJ2),0.03789265,0.084730541,20887.92954,Earth,False,24.23,False,2006
4825,3363422,33305439.11,(2006 XK2),0.211132445,0.472106499,98727.49781,Earth,False,20.5,False,2006
4826,3363429,2756376.883,(2006 XX2),0.025383703,0.056759685,47926.92337,Earth,False,25.1,False,2006
4827,3363430,27586177.47,(2006 XY2),0.08405334,0.187948982,27554.39554,Earth,False,22.5,False,2006
4828,3363432,3326679.911,(2006 XA3),0.024241248,0.054205079,43285.81417,Earth,False,25.2,False,2006
4829,3363695,5656974.669,(2006 XN4),0.042126461,0.094197631,30456.55773,Earth,False,24.0,False,2006
4830,3363696,11446993.28,(2006 XO4),0.055533491,0.124176661,27082.05222,Earth,False,23.4,False,2006
4831,3363697,9576718.581,(2006 XP4),0.04411182,0.098637028,27992.58775,Earth,False,23.9,False,2006
4832,3363698,8171835.933,(2006 XQ4),0.016016034,0.03581294,16550.75725,Earth,False,26.1,False,2006
4833,3363699,599728.2566,(2006 XR4),0.015295194,0.034201093,35432.66404,Earth,False,26.2,False,2006
4834,3363722,2003840.999,(2006 XV4),0.027832677,0.062235757,34669.92389,Earth,False,24.9,False,2006
4835,3363723,2249368.204,(2006 XW4),0.036690614,0.082042707,26172.11925,Earth,False,24.3,False,2006
4836,3363724,7564917.001,(2006 YA),0.063760979,0.142573883,37365.96963,Earth,False,23.1,False,2006
4837,3363725,12209477.99,(2006 YB),0.040230458,0.089958039,30648.87979,Earth,False,24.1,False,2006
4838,3363726,1953922.179,(2006 YE),0.009216266,0.020608196,23289.52092,Earth,False,27.3,False,2006
4839,3363879,14902194.66,(2006 YF),0.163890952,0.366471308,30563.05909,Earth,False,21.05,False,2006
4840,3363908,3852759.671,(2006 YM),0.035039264,0.078350176,25302.49275,Earth,False,24.4,False,2006
4841,3364159,8717442.867,(2006 YP),0.04411182,0.098637028,24369.91716,Earth,False,23.9,False,2006
4842,3364160,27173583.47,(2006 YU1),0.167708462,0.375007522,23073.33084,Earth,False,21.0,False,2006
4843,3364161,14889640.17,(2006 YV1),0.127219879,0.284472297,39653.60841,Earth,False,21.6,False,2006
4844,3364286,15260491.58,(2006 YH2),0.022108281,0.049435619,18344.59917,Earth,False,25.4,False,2006
4845,3364287,14769710.64,(2006 YJ2),0.101054342,0.225964377,31863.34463,Earth,False,22.1,False,2006
4846,3364288,16895986.66,(2006 YR2),0.133215567,0.297879063,36593.84839,Earth,False,21.5,False,2006
4847,3364306,9923501.748,(2006 YX2),0.040230458,0.089958039,55571.70037,Earth,False,24.1,False,2006
4848,3364452,13787664.62,(2006 YD12),0.080270317,0.179489885,27514.1107,Earth,False,22.6,False,2006
4849,3364629,24372285.03,(2006 YC13),0.22108281,0.494356193,52306.40688,Earth,False,20.4,False,2006
4850,3364640,40699778.65,(2006 YH14),0.060891262,0.136157002,37784.91382,Earth,False,23.2,False,2006
4851,3364895,5447554.316,(2006 YP44),0.050647146,0.113250461,39529.84547,Earth,False,23.6,False,2006
4852,3365921,28070119.18,(2007 AM),0.114962176,0.257063241,40915.89944,Earth,False,21.82,False,2007
4853,3365951,4098021.953,(2007 AA2),0.031956189,0.07145621,24938.44992,Earth,False,24.6,False,2007
4854,3365953,6898620.325,(2007 AC2),0.116025908,0.259441818,73252.29161,Earth,False,21.8,True,2007
4855,3365954,15560409.84,(2007 AF2),0.133215567,0.297879063,38061.37987,Earth,False,21.5,False,2007
4856,3365983,12170787.09,(2007 AS2),0.101054342,0.225964377,41325.36841,Earth,False,22.1,False,2007
4857,3365986,27572854.5,(2007 AV2),0.160160338,0.358129403,38764.81972,Earth,False,21.1,True,2007
4858,3366078,23684417.18,(2007 AH12),0.211132445,0.472106499,25978.64194,Earth,False,20.5,False,2007
4859,3366280,386839.8213,(2007 BB),0.00732074,0.016369672,16935.85713,Earth,False,27.8,False,2007
4860,3366282,324082.3629,(2007 BD),0.022108281,0.049435619,27350.8685,Earth,False,25.4,False,2007
4861,3366645,21840106.64,(2007 BS2),0.060891262,0.136157002,14249.43155,Earth,False,23.2,False,2007
4862,3366807,6538282.365,(2007 BD7),0.160160338,0.358129403,45752.59426,Earth,False,21.1,True,2007
4863,3366808,35196403.31,(2007 BT7),0.319561887,0.714562102,60749.80265,Earth,False,19.6,False,2007
4864,3366809,1631018.408,(2007 BU7),0.040230458,0.089958039,52090.61234,Earth,False,24.1,False,2007
4865,3366886,13058715.68,(2007 BC8),0.08405334,0.187948982,28104.68356,Earth,False,22.5,False,2007
4866,3366887,5620494.854,(2007 BD8),0.035039264,0.078350176,37970.34512,Earth,False,24.4,False,2007
4867,3367027,70226555.08,(2007 BJ29),0.483676488,1.081533507,76686.52488,Earth,False,18.7,True,2007
4868,3367127,4402641.064,(2007 BY48),0.080270317,0.179489885,51868.91025,Earth,False,22.6,False,2007
4869,3367128,1719990.859,(2007 BZ48),0.016770846,0.037500752,29700.56522,Earth,False,26.0,False,2007
4870,3367150,20284404.03,(2007 BE49),0.146067964,0.326617897,53600.64166,Earth,False,21.3,False,2007
4871,3367152,47721779.47,(2007 BB50),0.530340723,1.185877909,30882.2784,Earth,False,18.5,False,2007
4872,3367717,32050103.15,(2007 CO5),0.253837029,0.567596853,89576.61559,Earth,False,20.1,False,2007
4873,3367719,17574718.98,(2007 CQ5),0.101054342,0.225964377,11091.68676,Earth,False,22.1,False,2007
4874,3367720,2164077.342,(2007 CR5),0.022108281,0.049435619,43298.22121,Earth,False,25.4,False,2007
4875,3367721,6309394.033,(2007 CS5),0.031956189,0.07145621,22769.26927,Earth,False,24.6,False,2007
4876,3367758,15997863.03,(2007 CH15),0.116025908,0.259441818,52750.55065,Earth,False,21.8,False,2007
4877,3367759,5669053.051,(2007 CJ15),0.035039264,0.078350176,33293.87436,Earth,False,24.4,False,2007
4878,3367829,3766928.835,(2007 CU18),0.035039264,0.078350176,38452.8878,Earth,False,24.4,False,2007
4879,3367831,43260705.17,(2007 CB19),0.175612319,0.392681082,44435.24483,Earth,False,20.9,False,2007
4880,3367832,701972.1027,(2007 CC19),0.010581689,0.023661375,68010.27363,Earth,False,27.0,False,2007
4881,3367842,62279402.16,(2007 CF19),0.46190746,1.032856481,31752.45015,Earth,False,18.8,False,2007
4882,3367899,11503265.79,(2007 CL26),0.050647146,0.113250461,33795.03187,Earth,False,23.6,False,2007
